Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0034654~nucleobase-containing compound biosynthetic process	9	23.684210526315788	0.002373365133462253	RV2601A, RV0190, RV2043C, RV1721C, RV2964, RV2718C, RV2865, RV2866, RV1219C	19	294	1986	3.199785177228786	0.3557023146276015	0.08885835463476374	8.501583119109828
GOTERM_BP_FAT	GO:0006355~regulation of transcription, DNA-templated	7	18.421052631578945	0.0027148741158159644	RV2601A, RV0190, RV1721C, RV2718C, RV2865, RV2866, RV1219C	19	169	1986	4.329492369978199	0.3952467304061259	0.08885835463476374	8.501583119109828
GOTERM_BP_FAT	GO:1903506~regulation of nucleic acid-templated transcription	7	18.421052631578945	0.0027148741158159644	RV2601A, RV0190, RV1721C, RV2718C, RV2865, RV2866, RV1219C	19	169	1986	4.329492369978199	0.3952467304061259	0.08885835463476374	8.501583119109828
GOTERM_BP_FAT	GO:2001141~regulation of RNA biosynthetic process	7	18.421052631578945	0.0027987873039324357	RV2601A, RV0190, RV1721C, RV2718C, RV2865, RV2866, RV1219C	19	170	1986	4.304024767801857	0.4045879415865975	0.08885835463476374	8.501583119109828
GOTERM_BP_FAT	GO:0051252~regulation of RNA metabolic process	7	18.421052631578945	0.002972558690280137	RV2601A, RV0190, RV1721C, RV2718C, RV2865, RV2866, RV1219C	19	172	1986	4.253977968176254	0.4234783125287269	0.08885835463476374	8.501583119109828
GOTERM_BP_FAT	GO:0019219~regulation of nucleobase-containing compound metabolic process	7	18.421052631578945	0.0037514259004829587	RV2601A, RV0190, RV1721C, RV2718C, RV2865, RV2866, RV1219C	19	180	1986	4.064912280701755	0.5010846451096556	0.08885835463476374	8.501583119109828
GOTERM_BP_FAT	GO:0097659~nucleic acid-templated transcription	7	18.421052631578945	0.00396833919408425	RV2601A, RV0190, RV1721C, RV2718C, RV2865, RV2866, RV1219C	19	182	1986	4.020242914979757	0.5207837297564881	0.08885835463476374	8.501583119109828
GOTERM_BP_FAT	GO:0032774~RNA biosynthetic process	7	18.421052631578945	0.004676433803538943	RV2601A, RV0190, RV1721C, RV2718C, RV2865, RV2866, RV1219C	19	188	1986	3.8919372900335945	0.5798609151057603	0.08885835463476374	8.501583119109828
GOTERM_BP_FAT	GO:2000112~regulation of cellular macromolecule biosynthetic process	7	18.421052631578945	0.004676433803538943	RV2601A, RV0190, RV1721C, RV2718C, RV2865, RV2866, RV1219C	19	188	1986	3.8919372900335945	0.5798609151057603	0.08885835463476374	8.501583119109828
GOTERM_BP_FAT	GO:0010556~regulation of macromolecule biosynthetic process	7	18.421052631578945	0.004803154304581824	RV2601A, RV0190, RV1721C, RV2718C, RV2865, RV2866, RV1219C	19	189	1986	3.871345029239766	0.5896416211373352	0.08885835463476374	8.501583119109828
