Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0010447~response to acidic pH	4	9.523809523809524	0.00011695288381066522	RV3088, RV3087, RV3089, RV3086	14	16	1986	35.464285714285715	0.01842474624067847	0.013151927451908418	1.290377787734411
GOTERM_BP_FAT	GO:0009268~response to pH	4	9.523809523809524	0.00020007804382987752	RV3088, RV3087, RV3089, RV3086	14	19	1986	29.86466165413534	0.03131480097002115	0.013151927451908418	1.290377787734411
GOTERM_BP_FAT	GO:0009628~response to abiotic stimulus	6	14.285714285714285	0.0002481495745643098	RV3088, RV2503C, RV3087, RV3089, RV3086, RV1161	14	98	1986	8.685131195335277	0.038692246818132436	0.013151927451908418	1.290377787734411
GOTERM_BP_FAT	GO:0036293~response to decreased oxygen levels	4	9.523809523809524	0.006332569924984753	RV3088, RV2503C, RV3087, RV1161	14	61	1986	9.302107728337237	0.6358102318202683	0.20526684255536579	20.139388326186833
GOTERM_BP_FAT	GO:0070482~response to oxygen levels	4	9.523809523809524	0.006934113676154955	RV3088, RV2503C, RV3087, RV1161	14	63	1986	9.006802721088436	0.6692406975449259	0.20526684255536579	20.139388326186833
GOTERM_BP_FAT	GO:0071731~response to nitric oxide	3	7.142857142857142	0.007745918586994935	RV3088, RV3087, RV1161	14	21	1986	20.265306122448976	0.7095708934215328	0.20526684255536579	20.139388326186833
GOTERM_BP_FAT	GO:1901698~response to nitrogen compound	3	7.142857142857142	0.01006809219833525	RV3088, RV3087, RV1161	14	24	1986	17.732142857142858	0.7999003520063794	0.22868952279075783	22.437462613432842
GOTERM_BP_FAT	GO:0000302~response to reactive oxygen species	3	7.142857142857142	0.016529541575244954	RV3088, RV3087, RV1161	14	31	1986	13.72811059907834	0.9293601557894354	0.3285246388079935	32.23260607172766
GOTERM_MF_FAT	GO:0008260~3-oxoacid CoA-transferase activity	2	4.761904761904762	0.017215086948019685	RV2503C, RV2504C	21	2	2314	110.19047619047618	0.8176393510302022	0.8435392604529646	84.35392604529646
GOTERM_MF_FAT	GO:0008775~acetate CoA-transferase activity	2	4.761904761904762	0.017215086948019685	RV2503C, RV2504C	21	2	2314	110.19047619047618	0.8176393510302022	0.8435392604529646	84.35392604529646
GOTERM_BP_FAT	GO:1901700~response to oxygen-containing compound	3	7.142857142857142	0.02809272707144043	RV3088, RV3087, RV1161	14	41	1986	10.379790940766549	0.9892267114379149	0.49630484492878096	48.694060257163414
KEGG_PATHWAY	mtu00561:Glycerolipid metabolism	3	7.142857142857142	0.03401026848066764	RV3088, RV3087, RV0147	12	30	1099	9.158333333333333	0.6071219487890447	0.9338322468506092	93.38322468506092
GOTERM_BP_FAT	GO:0010035~response to inorganic substance	3	7.142857142857142	0.0499224666576125	RV3088, RV3087, RV1161	14	56	1986	7.599489795918367	0.9997091368580611	0.7234906275549019	70.98398609972621
GOTERM_BP_FAT	GO:0001666~response to hypoxia	3	7.142857142857142	0.05319258835163797	RV3088, RV2503C, RV3087	14	58	1986	7.337438423645319	0.9998318866577598	0.7234906275549019	70.98398609972621
GOTERM_BP_FAT	GO:0042128~nitrate assimilation	2	4.761904761904762	0.05750609585580973	RV1163, RV1161	14	9	1986	31.52380952380952	0.9999186627577265	0.7234906275549019	70.98398609972621
GOTERM_BP_FAT	GO:0006979~response to oxidative stress	3	7.142857142857142	0.0599623121072095	RV3088, RV3087, RV1161	14	62	1986	6.86405529953917	0.9999462847951387	0.7234906275549019	70.98398609972621
GOTERM_BP_FAT	GO:0042126~nitrate metabolic process	2	4.761904761904762	0.06370357726898507	RV1163, RV1161	14	10	1986	28.37142857142857	0.99997150787169	0.7234906275549019	70.98398609972621
GOTERM_MF_FAT	GO:0008410~CoA-transferase activity	2	4.761904761904762	0.06718707268227732	RV2503C, RV2504C	21	8	2314	27.547619047619044	0.9989038588111246	1.0	100.0
GOTERM_BP_FAT	GO:2001057~reactive nitrogen species metabolic process	2	4.761904761904762	0.06986342215532278	RV1163, RV1161	14	11	1986	25.79220779220779	0.999990024629664	0.7405522748464214	72.65795904153569
COG_ONTOLOGY	Energy production and conversion	3	7.142857142857142	0.07345286629649367	RV0886, RV3086, RV1161	8	52	782	5.639423076923077	0.4137638192873365	0.440717197778962	44.0717197778962
GOTERM_BP_FAT	GO:0071941~nitrogen cycle metabolic process	2	4.761904761904762	0.08207103977060017	RV1163, RV1161	14	13	1986	21.82417582417582	0.9999987792058881	0.780177865023506	76.54575279475907
GOTERM_CC_FAT	GO:0033655~host cell cytoplasm part	2	4.761904761904762	0.08285943853663687	RV2741, RV0297	14	10	1514	21.628571428571426	0.8373875022859365	0.2529314887706773	15.657663590565734
GOTERM_BP_FAT	GO:0006066~alcohol metabolic process	3	7.142857142857142	0.08584024693718081	RV3088, RV3087, RV3409C	14	76	1986	5.599624060150376	0.9999993653804711	0.780177865023506	76.54575279475907
GOTERM_MF_FAT	GO:0016874~ligase activity	4	9.523809523809524	0.09303734254683897	RV0270, RV3089, RV2157C, RV2158C	21	127	2314	3.470566179227596	0.9999302150451947	1.0	100.0
GOTERM_MF_FAT	GO:0016405~CoA-ligase activity	2	4.761904761904762	0.09915027102275437	RV0270, RV3089	21	12	2314	18.365079365079364	0.9999640308215983	1.0	100.0
